34 34
-0.348268 -0.242402 0.264482
-0.32452 -0.225873 0.306053
-0.297442 -0.207026 0.344484
-0.267311 -0.186054 0.379379
-0.234438 -0.163174 0.410382
-0.199159 -0.138619 0.437173
-0.161836 -0.112641 0.459479
-0.122853 -0.0855083 0.47707
-0.0826092 -0.0574977 0.489765
-0.0415176 -0.0288971 0.497435
4.50495e-08 3.13553e-08 0.5
0.0415177 0.0288972 0.497435

0.0348508 0.036663 -0.497435
-2.10935e-17 -2.21904e-17 -0.5
-0.0348508 -0.036663 -0.497435
-0.069344 -0.0729499 -0.489765
-0.103126 -0.108488 -0.47707
-0.135849 -0.142913 -0.459479
-0.167178 -0.175872 -0.437173
-0.196792 -0.207026 -0.410382
-0.224387 -0.236055 -0.379379
-0.249679 -0.262662 -0.344483
-0.272409 -0.286574 -0.306053
-0.292344 -0.307546 -0.264482
-0.309279 -0.325361 -0.220197
-0.32304 -0.339838 -0.173653
-0.333487 -0.350828 -0.125326
-0.340511 -0.358217 -0.0757139
-0.344041 -0.361931 -0.0253246
-0.344041 -0.361931 0.0253246
-0.340511 -0.358217 0.0757139
-0.333487 -0.350828 0.125326
-0.32304 -0.339838 0.173653
-0.309279 -0.325361 0.220197
-0.292344 -0.307546 0.264482
-0.272409 -0.286574 0.306053
-0.249679 -0.262662 0.344484
-0.224387 -0.236055 0.379379
-0.196792 -0.207025 0.410382
-0.167178 -0.175872 0.437173
-0.135849 -0.142913 0.459479
-0.103126 -0.108488 0.47707
-0.069344 -0.0729498 0.489765
-0.0348508 -0.036663 0.497435
3.78155e-08 3.97819e-08 0.5
0.0348509 0.0366631 0.497435

0.0267572 0.042928 -0.497435
-1.61949e-17 -2.59822e-17 -0.5
-0.0267572 -0.042928 -0.497435
-0.0532398 -0.0854154 -0.489765
-0.0791762 -0.127026 -0.47707
-0.1043 -0.167334 -0.459479
-0.128354 -0.205924 -0.437173
-0.15109 -0.242402 -0.410382
-0.172276 -0.276392 -0.379379
-0.191695 -0.307546 -0.344483
-0.209146 -0.335544 -0.306053
-0.224451 -0.360099 -0.264482
-0.237453 -0.380958 -0.220197
-0.248019 -0.397909 -0.173653
-0.256039 -0.410777 -0.125326
-0.261432 -0.419429 -0.0757139
-0.264143 -0.423778 -0.0253246
-0.264143 -0.423778 0.0253246
-0.261432 -0.419429 0.0757139
-0.256039 -0.410777 0.125326
-0.248019 -0.397909 0.173653
-0.237453 -0.380958 0.220197
-0.224451 -0.360099 0.264482
-0.209146 -0.335544 0.306053
-0.191695 -0.307546 0.344484
-0.172276 -0.276392 0.379379
-0.15109 -0.242402 0.410382
-0.128354 -0.205924 0.437173
-0.1043 -0.167334 0.459479
-0.0791762 -0.127026 0.47707
-0.0532398 -0.0854154 0.489765
-0.0267572 -0.0429279 0.497435
2.90334e-08 4.65798e-08 0.5
0.0267572 0.042928 0.497435

0.0175681 0.0474354 -0.497435
-1.06332e-17 -2.87104e-17 -0.5
-0.0175681 -0.0474354 -0.497435
-0.034956 -0.0943841 -0.489765
-0.0519852 -0.140364 -0.47707
-0.0684809 -0.184904 -0.459479
-0.0842739 -0.227546 -0.437173
-0.0992022 -0.267854 -0.410382
-0.113113 -0.305413 -0.379379
-0.125862 -0.339838 -0.344483
-0.13732 -0.370776 -0.306053
-0.147369 -0.397909 -0.264482
-0.155906 -0.420959 -0.220197
-0.162843 -0.43969 -0.173653
-0.168109 -0.453908 -0.125326
-0.17165 -0.463469 -0.0757139
-0.17343 -0.468274 -0.0253246
-0.17343 -0.468274 0.0253246
-0.17165 -0.463469 0.0757139
-0.168109 -0.453908 0.125326
-0.162843 -0.43969 0.173653
-0.155906 -0.420959 0.220197
-0.147369 -0.397909 0.264482
-0.13732 -0.370776 0.306053
-0.125862 -0.339838 0.344484
-0.113113 -0.305413 0.379379
-0.0992022 -0.267854 0.410382
-0.0842739 -0.227546 0.437173
-0.0684809 -0.184904 0.459479
-0.0519852 -0.140364 0.47707
-0.034956 -0.094384 0.489765
-0.0175681 -0.0474354 0.497435
1.90626e-08 5.14706e-08 0.5
0.0175682 0.0474355 0.497435

0.00765985 0.0500008 -0.497435
-4.63614e-18 -3.02631e-17 -0.5
-0.00765985 -0.0500008 -0.497435
-0.0152411 -0.0994886 -0.489765
-0.0226659 -0.147955 -0.47707
-0.0298582 -0.194904 -0.459479
-0.0367441 -0.239853 -0.437173
-0.0432529 -0.28234 -0.410382
-0.0493179 -0.321931 -0.379379
-0.0548769 -0.358217 -0.344483
-0.0598727 -0.390828 -0.306053
-0.0642542 -0.419429 -0.264482
-0.0679763 -0.443726 -0.220197
-0.0710009 -0.463469 -0.173653
-0.0732969 -0.478457 -0.125326
-0.0748408 -0.488535 -0.0757139
-0.0756167 -0.4936 -0.0253246
-0.0756167 -0.4936 0.0253246
-0.0748408 -0.488535 0.0757139
-0.0732969 -0.478457 0.125326
-0.0710009 -0.463469 0.173653
-0.0679763 -0.443726 0.220197
-0.0642541 -0.419429 0.264482
-0.0598727 -0.390828 0.306053
-0.0548769 -0.358217 0.344484
-0.0493179 -0.32193 0.379379
-0.0432529 -0.28234 0.410382
-0.0367441 -0.239853 0.437173
-0.0298582 -0.194904 0.459479
-0.0226659 -0.147955 0.47707
-0.0152411 -0.0994886 0.489765
-0.00765984 -0.0500008 0.497435
8.31146e-09 5.42543e-08 0.5
0.00765986 0.0500009 0.497435

-0.00256205 0.0505192 -0.497435
1.55069e-18 -3.05769e-17 -0.5
0.00256205 -0.0505192 -0.497435
0.00509781 -0.10052 -0.489765
0.00758126 -0.149489 -0.47707
0.00998691 -0.196925 -0.459479
0.0122901 -0.24234 -0.437173
0.0144671 -0.285268 -0.410382
0.0164958 -0.325268 -0.379379
0.0183551 -0.361931 -0.344483
0.0200261 -0.39488 -0.306053
0.0214916 -0.423778 -0.264482
0.0227366 -0.448326 -0.220197
0.0237482 -0.468274 -0.173653
0.0245162 -0.483417 -0.125326
0.0250326 -0.4936 -0.0757139
0.0252921 -0.498717 -0.0253246
0.0252921 -0.498717 0.0253246
0.0250326 -0.4936 0.0757139
0.0245162 -0.483417 0.125326
0.0237482 -0.468274 0.173653
0.0227366 -0.448326 0.220197
0.0214916 -0.423777 0.264482
0.0200261 -0.39488 0.306053
0.0183551 -0.361931 0.344484
0.0164958 -0.325268 0.379379
0.0144671 -0.285267 0.410382
0.0122901 -0.24234 0.437173
0.00998691 -0.196925 0.459479
0.00758125 -0.149489 0.47707
0.00509781 -0.10052 0.489765
0.00256205 -0.0505192 0.497435
-2.78e-09 5.48168e-08 0.5
-0.00256205 0.0505193 0.497435

-0.0126791 0.0489694 -0.497435
7.67402e-18 -2.96388e-17 -0.5
0.0126791 -0.0489694 -0.497435
0.025228 -0.0974362 -0.489765
0.0375181 -0.144903 -0.47707
0.0494232 -0.190883 -0.459479
0.0608211 -0.234905 -0.437173
0.0715949 -0.276516 -0.410382
0.0816341 -0.315289 -0.379379
0.0908356 -0.350828 -0.344483
0.099105 -0.382766 -0.306053
0.106357 -0.410777 -0.264482
0.112519 -0.434572 -0.220197
0.117525 -0.453908 -0.173653
0.121326 -0.468587 -0.125326
0.123881 -0.478457 -0.0757139
0.125165 -0.483417 -0.0253246
0.125165 -0.483417 0.0253246
0.123881 -0.478457 0.0757139
0.121326 -0.468587 0.125326
0.117525 -0.453908 0.173653
0.112519 -0.434572 0.220197
0.106357 -0.410776 0.264482
0.099105 -0.382766 0.306053
0.0908356 -0.350828 0.344484
0.0816341 -0.315289 0.379379
0.0715949 -0.276516 0.410382
0.0608211 -0.234905 0.437173
0.0494232 -0.190883 0.459479
0.0375181 -0.144903 0.47707
0.025228 -0.0974362 0.489765
0.012679 -0.0489693 0.497435
-1.37576e-08 5.31351e-08 0.5
-0.0126791 0.0489694 0.497435

-0.022277 0.0454147 -0.497435
1.34832e-17 -2.74873e-17 -0.5
0.022277 -0.0454147 -0.497435
0.0443254 -0.0903634 -0.489765
0.0659189 -0.134385 -0.47707
0.086836 -0.177027 -0.459479
0.106862 -0.217853 -0.437173
0.125792 -0.256444 -0.410382
0.14343 -0.292403 -0.379379
0.159597 -0.325361 -0.344483
0.174127 -0.354981 -0.306053
0.186869 -0.380958 -0.264482
0.197694 -0.403026 -0.220197
0.20649 -0.420959 -0.173653
0.213168 -0.434572 -0.125326
0.217658 -0.443726 -0.0757139
0.219914 -0.448326 -0.0253246
0.219914 -0.448326 0.0253246
0.217658 -0.443726 0.0757139
0.213168 -0.434572 0.125326
0.20649 -0.420959 0.173653
0.197694 -0.403026 0.220197
0.186869 -0.380958 0.264482
0.174127 -0.354981 0.306053
0.159597 -0.325361 0.344484
0.14343 -0.292403 0.379379
0.125792 -0.256444 0.410382
0.106862 -0.217853 0.437173
0.086836 -0.177027 0.459479
0.0659189 -0.134385 0.47707
0.0443253 -0.0903633 0.489765
0.022277 -0.0454147 0.497435
-2.4172e-08 4.9278e-08 0.5
-0.022277 0.0454147 0.497435

-0.0309629 0.0400007 -0.497435
1.87403e-17 -2.42105e-17 -0.5
0.0309629 -0.0400007 -0.497435
0.061608 -0.079591 -0.489765
0.091621 -0.118365 -0.47707
0.120694 -0.155924 -0.459479
0.148528 -0.191883 -0.437173
0.174838 -0.225873 -0.410382
0.199355 -0.257545 -0.379379
0.221825 -0.286574 -0.344483
0.242019 -0.312663 -0.306053
0.25973 -0.335544 -0.264482
0.274776 -0.354981 -0.220197
0.287002 -0.370776 -0.173653
0.296283 -0.382766 -0.125326
0.302524 -0.390828 -0.0757139
0.30566 -0.39488 -0.0253246
0.30566 -0.39488 0.0253246
0.302524 -0.390828 0.0757139
0.296283 -0.382766 0.125326
0.287002 -0.370776 0.173653
0.274776 -0.354981 0.220197
0.25973 -0.335544 0.264482
0.242019 -0.312663 0.306053
0.221825 -0.286574 0.344484
0.199354 -0.257545 0.379379
0.174838 -0.225872 0.410382
0.148528 -0.191883 0.437173
0.120694 -0.155924 0.459479
0.091621 -0.118365 0.47707
0.061608 -0.079591 0.489765
0.0309628 -0.0400007 0.497435
-3.35968e-08 4.34035e-08 0.5
-0.0309629 0.0400008 0.497435

-0.0383811 0.0329491 -0.497435
2.32303e-17 -1.99425e-17 -0.5
0.0383811 -0.0329491 -0.497435
0.0763685 -0.0655602 -0.489765
0.113572 -0.0974984 -0.47707
0.14961 -0.128436 -0.459479
0.184113 -0.158056 -0.437173
0.216727 -0.186054 -0.410382
0.247117 -0.212143 -0.379379
0.274971 -0.236055 -0.344483
0.300004 -0.257545 -0.306053
0.321958 -0.276392 -0.264482
0.340608 -0.292403 -0.220197
0.355764 -0.305413 -0.173653
0.367268 -0.315289 -0.125326
0.375004 -0.32193 -0.0757139
0.378892 -0.325268 -0.0253246
0.378892 -0.325268 0.0253246
0.375004 -0.32193 0.0757139
0.367268 -0.315289 0.125326
0.355764 -0.305413 0.173653
0.340608 -0.292403 0.220197
0.321958 -0.276392 0.264482
0.300004 -0.257545 0.306053
0.274971 -0.236055 0.344484
0.247117 -0.212143 0.379379
0.216727 -0.186054 0.410382
0.184113 -0.158056 0.437173
0.14961 -0.128436 0.459479
0.113572 -0.0974984 0.47707
0.0763684 -0.0655601 0.489765
0.0383811 -0.0329491 0.497435
-4.16462e-08 3.5752e-08 0.5
-0.0383812 0.0329492 0.497435

-0.0442281 0.0245486 -0.497435
2.67691e-17 -1.48581e-17 -0.5
0.0442281 -0.0245486 -0.497435
0.0880024 -0.0488453 -0.489765
0.130874 -0.0726407 -0.47707
0.172402 -0.0956908 -0.459479
0.212161 -0.117759 -0.437173
0.249743 -0.138619 -0.410382
0.284763 -0.158056 -0.379379
0.31686 -0.175872 -0.344483
0.345706 -0.191882 -0.306053
0.371005 -0.205924 -0.264482
0.274747 -0.152497 -0.220197
0.40996 -0.227546 -0.173653
0.423218 -0.234905 -0.125326
0.432132 -0.239853 -0.0757139
0.436612 -0.242339 -0.0253246
0.436612 -0.242339 0.0253246
0.388919 -0.215867 0.0757139
0.423218 -0.234905 0.125326
0.40996 -0.227546 0.173653
0.392496 -0.217853 0.220197
0.371005 -0.205924 0.264482
0.345706 -0.191882 0.306053
0.31686 -0.175872 0.344484
0.284763 -0.158056 0.379379
0.249743 -0.138619 0.410382
0.212161 -0.117759 0.437173
0.172402 -0.0956908 0.459479
0.130874 -0.0726407 0.47707
0.0880023 -0.0488453 0.489765
0.0442281 -0.0245486 0.497435
-4.79905e-08 2.66369e-08 0.5
-0.0442282 0.0245486 0.497435

-0.0482643 0.015143 -0.497435
2.92121e-17 -9.16535e-18 -0.5
0.0482643 -0.015143 -0.497435
0.0960334 -0.0301307 -0.489765
0.142817 -0.0448091 -0.47707
0.188135 -0.0590278 -0.459479
0.231523 -0.0726408 -0.437173
0.272535 -0.0855083 -0.410382
0.31075 -0.0974984 -0.379379
0.345777 -0.108488 -0.344483
0.377255 -0.118365 -0.306053
0.404862 -0.127026 -0.264482
0.428315 -0.134385 -0.220197
0.447373 -0.140364 -0.173653
0.46184 -0.144903 -0.125326
0.471568 -0.147955 -0.0757139
0.476457 -0.149489 -0.0253246
0.476457 -0.149489 0.0253246
0.471568 -0.147955 0.0757139
0.323288 -0.101432 0.125326
0.447373 -0.140364 0.173653
0.428315 -0.134385 0.220197
0.404862 -0.127026 0.264482
0.377255 -0.118365 0.306053
0.345777 -0.108488 0.344484
0.31075 -0.0974984 0.379379
0.272535 -0.0855083 0.410382
0.231523 -0.0726408 0.437173
0.188135 -0.0590278 0.459479
0.142817 -0.0448091 0.47707
0.0960334 -0.0301307 0.489765
0.0482643 -0.015143 0.497435
-5.23701e-08 1.64312e-08 0.5
-0.0482644 0.0151431 0.497435

-0.0503246 0.00511751 -0.497435
3.04591e-17 -3.09738e-18 -0.5
0.0503246 -0.00511751 -0.497435
0.100133 -0.0101825 -0.489765
0.148914 -0.015143 -0.47707
0.196166 -0.0199481 -0.459479
0.241406 -0.0245486 -0.437173
0.284169 -0.0288971 -0.410382
0.324015 -0.0329491 -0.379379
0.360537 -0.036663 -0.344483
0.393359 -0.0400007 -0.306053
0.422145 -0.0429279 -0.264482
0.446599 -0.0454147 -0.220197
0.46647 -0.0474354 -0.173653
0.481555 -0.0489693 -0.125326
0.590038 -0.060001 -0.0757139
0.496796 -0.0505192 -0.0253246
0.496796 -0.0505192 0.0253246
0.491698 -0.0500008 0.0757139
0.337089 -0.0342785 0.125326
0.326529 -0.0332048 0.173653
0.446599 -0.0454147 0.220197
0.422145 -0.0429279 0.264482
0.393359 -0.0400007 0.306053
0.360537 -0.036663 0.344484
0.324015 -0.0329491 0.379379
0.284169 -0.0288971 0.410382
0.241406 -0.0245486 0.437173
0.196166 -0.0199481 0.459479
0.148914 -0.015143 0.47707
0.100133 -0.0101825 0.489765
0.0503246 -0.00511751 0.497435
-5.46057e-08 5.55285e-09 0.5
-0.0503247 0.00511752 0.497435

-0.0503246 -0.00511752 -0.497435
3.04591e-17 3.09739e-18 -0.5
0.0503246 0.00511752 -0.497435
0.100133 0.0101825 -0.489765
0.148914 0.015143 -0.47707
0.196166 0.0199482 -0.459479
0.241406 0.0245486 -0.437173
0.284169 0.0288972 -0.410382
0.324015 0.0329492 -0.379379
0.360537 0.0366631 -0.344483
0.393359 0.0400008 -0.306053
0.422145 0.042928 -0.264482
0.446599 0.0454147 -0.220197
0.46647 0.0474355 -0.173653
0.481555 0.0489694 -0.125326
0.491698 0.0500009 -0.0757139
0.496796 0.0505193 -0.0253246
0.496796 0.0505193 0.0253246
0.491698 0.0500009 0.0757139
0.337089 0.0342786 0.125326
0.46647 0.0474355 0.173653
0.446599 0.0454147 0.220197
0.422145 0.042928 0.264482
0.393359 0.0400008 0.306053
0.360537 0.0366631 0.344484
0.324015 0.0329492 0.379379
0.284169 0.0288971 0.410382
0.241406 0.0245486 0.437173
0.196166 0.0199482 0.459479
0.148914 0.015143 0.47707
0.100133 0.0101825 0.489765
0.0503246 0.00511752 0.497435
-5.46056e-08 -5.55286e-09 0.5
-0.0503247 -0.00511753 0.497435

-0.0482643 -0.015143 -0.497435
2.92121e-17 9.16536e-18 -0.5
0.0482643 0.015143 -0.497435
0.0960334 0.0301307 -0.489765
0.142817 0.0448092 -0.47707
0.188135 0.0590278 -0.459479
0.231523 0.0726408 -0.437173
0.272535 0.0855084 -0.410382
0.31075 0.0974985 -0.379379
0.345777 0.108488 -0.344483
0.377255 0.118365 -0.306053
0.404862 0.127026 -0.264482
0.299821 0.0940694 -0.220197
0.447373 0.140364 -0.173653
0.46184 0.144903 -0.125326
0.471568 0.147956 -0.0757139
0.476457 0.14949 -0.0253246
0.476457 0.14949 0.0253246
0.424411 0.13316 0.0757139
0.46184 0.144903 0.125326
0.447373 0.140364 0.173653
0.428315 0.134385 0.220197
0.404862 0.127026 0.264482
0.377255 0.118365 0.306053
0.345777 0.108488 0.344484
0.31075 0.0974985 0.379379
0.272535 0.0855083 0.410382
0.231523 0.0726408 0.437173
0.188135 0.0590278 0.459479
0.142817 0.0448092 0.47707
0.0960334 0.0301307 0.489765
0.0482643 0.015143 0.497435
-5.23701e-08 -1.64312e-08 0.5
-0.0482644 -0.0151431 0.497435

-0.0442281 -0.0245486 -0.497435
2.67691e-17 1.48581e-17 -0.5
0.0442281 0.0245486 -0.497435
0.0880023 0.0488453 -0.489765
0.130874 0.0726408 -0.47707
0.172402 0.0956909 -0.459479
0.212161 0.117759 -0.437173
0.249743 0.138619 -0.410382
0.284763 0.158056 -0.379379
0.31686 0.175872 -0.344483
0.345706 0.191883 -0.306053
0.371005 0.205924 -0.264482
0.392496 0.217853 -0.220197
0.40996 0.227547 -0.173653
0.423217 0.234905 -0.125326
0.432132 0.239853 -0.0757139
0.436612 0.24234 -0.0253246
0.436612 0.24234 0.0253246
0.432132 0.239853 0.0757139
0.423217 0.234905 0.125326
0.40996 0.227547 0.173653
0.392496 0.217853 0.220197
0.371005 0.205924 0.264482
0.345706 0.191883 0.306053
0.31686 0.175872 0.344484
0.284763 0.158056 0.379379
0.249743 0.138619 0.410382
0.212161 0.117759 0.437173
0.172402 0.0956909 0.459479
0.130874 0.0726408 0.47707
0.0880023 0.0488453 0.489765
0.044228 0.0245486 0.497435
-4.79905e-08 -2.66369e-08 0.5
-0.0442281 -0.0245486 0.497435

-0.0383811 -0.0329491 -0.497435
2.32303e-17 1.99425e-17 -0.5
0.0383811 0.0329491 -0.497435
0.0763684 0.0655602 -0.489765
0.113572 0.0974985 -0.47707
0.14961 0.128436 -0.459479
0.184113 0.158056 -0.437173
0.216727 0.186054 -0.410382
0.247117 0.212143 -0.379379
0.274971 0.236055 -0.344483
0.300004 0.257545 -0.306053
0.321958 0.276392 -0.264482
0.340608 0.292403 -0.220197
0.355764 0.305413 -0.173653
0.367268 0.315289 -0.125326
0.375004 0.321931 -0.0757139
0.378892 0.325268 -0.0253246
0.378892 0.325268 0.0253246
0.375004 0.321931 0.0757139
0.367268 0.315289 0.125326
0.355763 0.305413 0.173653
0.340608 0.292403 0.220197
0.321958 0.276392 0.264482
0.300004 0.257545 0.306053
0.274971 0.236055 0.344484
0.247117 0.212143 0.379379
0.216727 0.186054 0.410382
0.184113 0.158056 0.437173
0.14961 0.128436 0.459479
0.113572 0.0974984 0.47707
0.0763684 0.0655601 0.489765
0.0383811 0.0329491 0.497435
-4.16462e-08 -3.57521e-08 0.5
-0.0383812 -0.0329492 0.497435

-0.0309629 -0.0400007 -0.497435
1.87403e-17 2.42105e-17 -0.5
0.0309629 0.0400007 -0.497435
0.061608 0.079591 -0.489765
0.091621 0.118365 -0.47707
0.120694 0.155924 -0.459479
0.148528 0.191883 -0.437173
0.174838 0.225873 -0.410382
0.199354 0.257545 -0.379379
0.221825 0.286574 -0.344483
0.242019 0.312663 -0.306053
0.25973 0.335544 -0.264482
0.274776 0.354981 -0.220197
0.287002 0.370776 -0.173653
0.296283 0.382766 -0.125326
0.302524 0.390828 -0.0757139
0.30566 0.39488 -0.0253246
0.30566 0.39488 0.0253246
0.302524 0.390828 0.0757139
0.296283 0.382766 0.125326
0.287002 0.370776 0.173653
0.274776 0.354981 0.220197
0.25973 0.335544 0.264482
0.242019 0.312663 0.306053
0.221825 0.286574 0.344484
0.199354 0.257545 0.379379
0.174838 0.225872 0.410382
0.148528 0.191883 0.437173
0.120694 0.155924 0.459479
0.091621 0.118365 0.47707
0.061608 0.079591 0.489765
0.0309628 0.0400007 0.497435
-3.35968e-08 -4.34035e-08 0.5
-0.0309629 -0.0400008 0.497435

-0.022277 -0.0454147 -0.497435
1.34832e-17 2.74873e-17 -0.5
0.022277 0.0454147 -0.497435
0.0443253 0.0903634 -0.489765
0.0659189 0.134385 -0.47707
0.086836 0.177027 -0.459479
0.106862 0.217853 -0.437173
0.125792 0.256444 -0.410382
0.14343 0.292403 -0.379379
0.159597 0.325361 -0.344483
0.174126 0.354981 -0.306053
0.186869 0.380958 -0.264482
0.197694 0.403027 -0.220197
0.20649 0.420959 -0.173653
0.213168 0.434572 -0.125326
0.217658 0.443726 -0.0757139
0.219914 0.448326 -0.0253246
0.219914 0.448326 0.0253246
0.217658 0.443726 0.0757139
0.213168 0.434572 0.125326
0.20649 0.420959 0.173653
0.197694 0.403027 0.220197
0.186869 0.380958 0.264482
0.174126 0.354981 0.306053
0.159597 0.325361 0.344484
0.14343 0.292403 0.379379
0.125792 0.256444 0.410382
0.106862 0.217853 0.437173
0.086836 0.177027 0.459479
0.0659189 0.134385 0.47707
0.0443253 0.0903633 0.489765
0.0222769 0.0454147 0.497435
-2.4172e-08 -4.9278e-08 0.5
-0.022277 -0.0454148 0.497435

-0.012679 -0.0489694 -0.497435
7.67402e-18 2.96388e-17 -0.5
0.012679 0.0489694 -0.497435
0.025228 0.0974363 -0.489765
0.037518 0.144903 -0.47707
0.0494231 0.190883 -0.459479
0.060821 0.234905 -0.437173
0.0715949 0.276516 -0.410382
0.081634 0.315289 -0.379379
0.0908355 0.350828 -0.344483
0.0991049 0.382766 -0.306053
0.106357 0.410777 -0.264482
0.112518 0.434572 -0.220197
0.117525 0.453908 -0.173653
0.121325 0.468587 -0.125326
0.123881 0.478457 -0.0757139
0.125165 0.483417 -0.0253246
0.125165 0.483417 0.0253246
0.123881 0.478457 0.0757139
0.121325 0.468587 0.125326
0.117525 0.453908 0.173653
0.112518 0.434572 0.220197
0.106357 0.410777 0.264482
0.0991049 0.382766 0.306053
0.0908355 0.350828 0.344484
0.081634 0.315289 0.379379
0.0715948 0.276516 0.410382
0.060821 0.234905 0.437173
0.0494231 0.190883 0.459479
0.037518 0.144903 0.47707
0.025228 0.0974362 0.489765
0.012679 0.0489693 0.497435
-1.37576e-08 -5.31351e-08 0.5
-0.0126791 -0.0489694 0.497435

-0.00256203 -0.0505192 -0.497435
1.55068e-18 3.05769e-17 -0.5
0.00256203 0.0505192 -0.497435
0.00509778 0.10052 -0.489765
0.00758121 0.149489 -0.47707
0.00998685 0.196925 -0.459479
0.01229 0.24234 -0.437173
0.0144671 0.285268 -0.410382
0.0164957 0.325268 -0.379379
0.018355 0.361931 -0.344483
0.020026 0.39488 -0.306053
0.0214915 0.423778 -0.264482
